image_id,path,relative_path,label,target,surface,source_folder,width,height,split
img_0013347,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-64.jpg,Decks\Non-cracked\7054-64.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013348,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-65.jpg,Decks\Non-cracked\7054-65.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013349,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-66.jpg,Decks\Non-cracked\7054-66.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013350,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-67.jpg,Decks\Non-cracked\7054-67.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013351,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-68.jpg,Decks\Non-cracked\7054-68.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013352,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-69.jpg,Decks\Non-cracked\7054-69.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013353,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-7.jpg,Decks\Non-cracked\7054-7.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013354,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-70.jpg,Decks\Non-cracked\7054-70.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013355,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-71.jpg,Decks\Non-cracked\7054-71.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013356,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-72.jpg,Decks\Non-cracked\7054-72.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013357,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-73.jpg,Decks\Non-cracked\7054-73.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013358,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-74.jpg,Decks\Non-cracked\7054-74.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013359,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-75.jpg,Decks\Non-cracked\7054-75.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013360,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-76.jpg,Decks\Non-cracked\7054-76.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013361,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-77.jpg,Decks\Non-cracked\7054-77.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013362,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-78.jpg,Decks\Non-cracked\7054-78.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013363,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-79.jpg,Decks\Non-cracked\7054-79.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013364,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-8.jpg,Decks\Non-cracked\7054-8.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013365,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-81.jpg,Decks\Non-cracked\7054-81.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013366,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-82.jpg,Decks\Non-cracked\7054-82.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013367,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-83.jpg,Decks\Non-cracked\7054-83.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013368,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-84.jpg,Decks\Non-cracked\7054-84.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013369,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-85.jpg,Decks\Non-cracked\7054-85.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013370,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-86.jpg,Decks\Non-cracked\7054-86.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013371,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-87.jpg,Decks\Non-cracked\7054-87.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013372,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-88.jpg,Decks\Non-cracked\7054-88.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013373,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-89.jpg,Decks\Non-cracked\7054-89.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013374,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-9.jpg,Decks\Non-cracked\7054-9.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013375,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-90.jpg,Decks\Non-cracked\7054-90.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013376,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-91.jpg,Decks\Non-cracked\7054-91.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013377,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-92.jpg,Decks\Non-cracked\7054-92.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013378,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-93.jpg,Decks\Non-cracked\7054-93.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013379,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-94.jpg,Decks\Non-cracked\7054-94.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013380,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-95.jpg,Decks\Non-cracked\7054-95.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013381,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-96.jpg,Decks\Non-cracked\7054-96.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013382,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-97.jpg,Decks\Non-cracked\7054-97.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013383,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7054-98.jpg,Decks\Non-cracked\7054-98.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013384,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-1.jpg,Decks\Non-cracked\7057-1.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013385,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-10.jpg,Decks\Non-cracked\7057-10.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013386,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-100.jpg,Decks\Non-cracked\7057-100.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013387,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-101.jpg,Decks\Non-cracked\7057-101.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013388,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-102.jpg,Decks\Non-cracked\7057-102.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013389,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-103.jpg,Decks\Non-cracked\7057-103.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013390,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-104.jpg,Decks\Non-cracked\7057-104.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013391,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-105.jpg,Decks\Non-cracked\7057-105.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013392,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-106.jpg,Decks\Non-cracked\7057-106.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013393,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-107.jpg,Decks\Non-cracked\7057-107.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013394,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-108.jpg,Decks\Non-cracked\7057-108.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013395,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-109.jpg,Decks\Non-cracked\7057-109.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013396,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-11.jpg,Decks\Non-cracked\7057-11.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013397,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-110.jpg,Decks\Non-cracked\7057-110.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013398,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-111.jpg,Decks\Non-cracked\7057-111.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013399,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-112.jpg,Decks\Non-cracked\7057-112.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013400,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-113.jpg,Decks\Non-cracked\7057-113.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013401,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-114.jpg,Decks\Non-cracked\7057-114.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013402,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-115.jpg,Decks\Non-cracked\7057-115.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013403,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-116.jpg,Decks\Non-cracked\7057-116.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013404,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-117.jpg,Decks\Non-cracked\7057-117.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013405,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-118.jpg,Decks\Non-cracked\7057-118.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013406,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-119.jpg,Decks\Non-cracked\7057-119.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013407,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-12.jpg,Decks\Non-cracked\7057-12.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013408,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-120.jpg,Decks\Non-cracked\7057-120.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013409,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-121.jpg,Decks\Non-cracked\7057-121.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013410,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-122.jpg,Decks\Non-cracked\7057-122.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013411,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-123.jpg,Decks\Non-cracked\7057-123.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013412,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-124.jpg,Decks\Non-cracked\7057-124.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013413,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-125.jpg,Decks\Non-cracked\7057-125.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013414,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-126.jpg,Decks\Non-cracked\7057-126.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013415,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-127.jpg,Decks\Non-cracked\7057-127.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013416,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-128.jpg,Decks\Non-cracked\7057-128.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013417,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-129.jpg,Decks\Non-cracked\7057-129.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013418,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-13.jpg,Decks\Non-cracked\7057-13.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013419,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-130.jpg,Decks\Non-cracked\7057-130.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013420,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-131.jpg,Decks\Non-cracked\7057-131.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013421,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-132.jpg,Decks\Non-cracked\7057-132.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013422,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-133.jpg,Decks\Non-cracked\7057-133.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013423,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-134.jpg,Decks\Non-cracked\7057-134.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013424,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-135.jpg,Decks\Non-cracked\7057-135.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013425,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-136.jpg,Decks\Non-cracked\7057-136.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013426,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-137.jpg,Decks\Non-cracked\7057-137.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013427,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-138.jpg,Decks\Non-cracked\7057-138.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013428,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-139.jpg,Decks\Non-cracked\7057-139.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013429,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-14.jpg,Decks\Non-cracked\7057-14.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013430,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-140.jpg,Decks\Non-cracked\7057-140.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013431,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-141.jpg,Decks\Non-cracked\7057-141.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013432,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-142.jpg,Decks\Non-cracked\7057-142.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013433,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-143.jpg,Decks\Non-cracked\7057-143.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013434,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-144.jpg,Decks\Non-cracked\7057-144.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013435,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-145.jpg,Decks\Non-cracked\7057-145.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013436,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-146.jpg,Decks\Non-cracked\7057-146.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013437,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-147.jpg,Decks\Non-cracked\7057-147.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013438,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-148.jpg,Decks\Non-cracked\7057-148.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013439,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-149.jpg,Decks\Non-cracked\7057-149.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013440,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-15.jpg,Decks\Non-cracked\7057-15.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013441,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-150.jpg,Decks\Non-cracked\7057-150.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013442,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-151.jpg,Decks\Non-cracked\7057-151.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013443,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-152.jpg,Decks\Non-cracked\7057-152.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013444,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-153.jpg,Decks\Non-cracked\7057-153.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013445,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-154.jpg,Decks\Non-cracked\7057-154.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013446,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-155.jpg,Decks\Non-cracked\7057-155.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013447,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-156.jpg,Decks\Non-cracked\7057-156.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013448,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-157.jpg,Decks\Non-cracked\7057-157.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013449,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-158.jpg,Decks\Non-cracked\7057-158.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013450,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-159.jpg,Decks\Non-cracked\7057-159.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013451,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-16.jpg,Decks\Non-cracked\7057-16.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013452,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-160.jpg,Decks\Non-cracked\7057-160.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013453,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-161.jpg,Decks\Non-cracked\7057-161.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013454,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-162.jpg,Decks\Non-cracked\7057-162.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013455,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-163.jpg,Decks\Non-cracked\7057-163.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013456,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-164.jpg,Decks\Non-cracked\7057-164.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013457,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-165.jpg,Decks\Non-cracked\7057-165.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013458,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-166.jpg,Decks\Non-cracked\7057-166.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013459,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-167.jpg,Decks\Non-cracked\7057-167.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013460,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-168.jpg,Decks\Non-cracked\7057-168.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013461,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-169.jpg,Decks\Non-cracked\7057-169.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013462,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-17.jpg,Decks\Non-cracked\7057-17.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013463,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-170.jpg,Decks\Non-cracked\7057-170.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013464,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-171.jpg,Decks\Non-cracked\7057-171.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
img_0013465,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-172.jpg,Decks\Non-cracked\7057-172.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,train
img_0013466,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-173.jpg,Decks\Non-cracked\7057-173.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,validation
img_0013467,C:\Users\shrav\Downloads\SDNET\SDNET\data\raw\sdnet2018\Decks\Non-cracked\7057-174.jpg,Decks\Non-cracked\7057-174.jpg,non_cracked,0,bridge_deck,Decks\Non-cracked,256,256,test
